"FIPS","County","State","Poverty_Sub125","SNAP_Recipients","SNAP_ParticipationRatio","Population"
"26117","Montcalm County","Michigan",14940.596,"13564",0.907862042451319,"63270"
"26121","Muskegon County","Michigan",39143.068,"47501",1.21352266000202,"172068"
"26123","Newaygo County","Michigan",11044.803,"11165",1.01088267486527,"48393"
"26125","Oakland County","Michigan",136908.305,"130745",0.954982241581327,"1203,012"
"26139","Ottawa County","Michigan",30875.638,"29350",0.950587644537094,"264055"
"26145","Saginaw County","Michigan",45468.24,"48752",1.07222096126879,"199911"
"26147","St. Clair County","Michigan",26844.012,"31494",1.17322254214459,"162789"
"26149","St. Joseph County","Michigan",12022.713,"12967",1.07854192310837,"61262"
"26151","Sanilac County","Michigan",8841.564,"9154",1.03533718695018,"43007"
"26155","Shiawassee County","Michigan",12827.651,"13316",1.03807002544737,"70606"
"26157","Tuscola County","Michigan",11421.67,"10524",0.921406414298435,"55661"
"26159","Van Buren County","Michigan",15450.44,"17288",1.11893253525466,"76186"
"26161","Washtenaw County","Michigan",54551.13,"40690",0.745905721842976,"345290"
"26163","Wayne County","Michigan",491602.846,"535011",1.08829923250688,"1815,734"
"26165","Wexford County","Michigan",7707.154,"8192",1.06290856521097,"32730"
"27003","Anoka County","Minnesota",30072.387,"24385",0.810876768777949,"331302"
"27007","Beltrami County","Minnesota",11183.438,"9775",0.874060373920792,"44518"
"27013","Blue Earth County","Minnesota",13677.941,"4925",0.360068814450947,"64098"
"27027","Clay County","Minnesota",8271.12,"6188",0.748145353954483,"59162"
"27035","Crow Wing County","Minnesota",9648.112,"6182",0.640747122338547,"62559"
"27037","Dakota County","Minnesota",31304.64,"20959",0.669517362282396,"399100"
"27053","Hennepin County","Minnesota",172814.615,"125302",0.725065990512434,"1154,623"
"27061","Itasca County","Minnesota",7558.37,"5596",0.740371270525259,"45043"
"27099","Mower County","Minnesota",7206.416,"4321",0.599604574590198,"39188"
"27109","Olmsted County","Minnesota",15557.248,"12633",0.812033079372393,"144509"
"27111","Otter Tail County","Minnesota",10055.398,"4674",0.464824962671791,"57262"
"27123","Ramsey County","Minnesota",95325.945,"76459",0.802079643689868,"509320"
"27131","Rice County","Minnesota",7120.509,"4615",0.648127823446329,"64228"
"27137","St. Louis County","Minnesota",37810.872,"22396",0.59231641100475,"200155"
"27139","Scott County","Minnesota",7894.971,"5708",0.722991889393894,"130487"
"27141","Sherburne County","Minnesota",7852.92,"4708",0.599522215940058,"88691"
"27145","Stearns County","Minnesota",23741.298,"12750",0.537038876307437,"150785"
"27163","Washington County","Minnesota",16137.17,"9516",0.589694475549306,"238844"
"27169","Winona County","Minnesota",8900.484,"3584",0.402674730947216,"51419"
"27171","Wright County","Minnesota",9335.976,"6174",0.661312754017362,"125118"
"28001","Adams County","Mississippi",12419.33,"7322",0.589564815493267,"32251"
"28003","Alcorn County","Mississippi",9182.382,"6797",0.740221872712331,"37088"
"28011","Bolivar County","Mississippi",14980.045,"12621",0.842520833548898,"34103"
"28025","Clay County","Mississippi",7566.439,"5926",0.783195371032529,"20577"
"28027","Coahoma County","Mississippi",11551.76,"10834",0.937865745133209,"26134"
"28029","Copiah County","Mississippi",8412.81,"7488",0.890071212829007,"29430"
"28033","DeSoto County","Mississippi",22114.8,"16014",0.724130446578762,"161746"
"28035","Forrest County","Mississippi",22855.157,"14554",0.636792825356658,"75113"
"28045","Hancock County","Mississippi",8585.195,"7522",0.876159481526046,"44012"
"28047","Harrison County","Mississippi",35097.678,"34636",0.986845910433163,"187785"
"28049","Hinds County","Mississippi",68072.382,"63225",0.928790768626254,"245629"
"28051","Holmes County","Mississippi",9514.11,"8218",0.863769706257338,"19127"
"28059","Jackson County","Mississippi",25474,"19690",0.772944963492188,"139698"
"28067","Jones County","Mississippi",19572.54,"12454",0.636299632035495,"67870"
"28071","Lafayette County","Mississippi",11940.629,"4512",0.377869541043441,"47496"
"28073","Lamar County","Mississippi",9944.797,"7309",0.734957184143628,"56054"
"28075","Lauderdale County","Mississippi",21505.88,"17682",0.82219374422251,"80229"
"28079","Leake County","Mississippi",7165.683,"4250",0.593104662877216,"23791"
"28081","Lee County","Mississippi",19820.4,"16378",0.826320356804101,"83048"
"28083","Leflore County","Mississippi",15849.002,"11705",0.738532306324398,"32307"
"28085","Lincoln County","Mississippi",8972.9,"6999",0.780015379643148,"34863"
"28087","Lowndes County","Mississippi",16220.994,"13472",0.830528634681697,"59836"
"28089","Madison County","Mississippi",14854.792,"11140",0.74992635373151,"95552"
"28091","Marion County","Mississippi",8547.352,"6022",0.704545688536052,"27083"
"28093","Marshall County","Mississippi",9709.68,"7417",0.763876873388206,"37104"
"28095","Monroe County","Mississippi",10040.73,"7161",0.713195156129086,"36889"
"28099","Neshoba County","Mississippi",8204.58,"6885",0.839165441741076,"29687"
"28105","Oktibbeha County","Mississippi",16353.68,"7522",0.459957636446353,"47692"
"28107","Panola County","Mississippi",12078.036,"8735",0.723213608570135,"34700"
"28109","Pearl River County","Mississippi",14306.674,"11013",0.769780593309109,"55788"
"28113","Pike County","Mississippi",12378.88,"10594",0.855812480612139,"40416"
"28117","Prentiss County","Mississippi",7366.164,"4619",0.627056362035925,"25189"
"28121","Rankin County","Mississippi",19990.287,"14061",0.703391602131575,"142018"
"28123","Scott County","Mississippi",8834.562,"5842",0.661266512137217,"28358"
"28127","Simpson County","Mississippi",7931.217,"5703",0.719057365345066,"27511"
"28133","Sunflower County","Mississippi",11788.595,"11007",0.933699054043336,"29406"
"28145","Union County","Mississippi",7337.694,"3435",0.468130723358047,"27162"
"28149","Warren County","Mississippi",14296.986,"10970",0.767294589223211,"48840"
"28151","Washington County","Mississippi",22249.227,"21550",0.968572975591467,"51078"
"28163","Yazoo County","Mississippi",10415.772,"9290",0.891916604933364,"28012"
"29009","Barry County","Missouri",7852.945,"7029",0.89507821587952,"35588"
"29019","Boone County","Missouri",32820.71,"19767",0.602272162911771,"163232"
"29021","Buchanan County","Missouri",16761.591,"17151",1.02323222180997,"89144"
"29023","Butler County","Missouri",10808.952,"10526",0.973822439030167,"42796"
"29029","Camden County","Missouri",7481.259,"5695",0.761235508622279,"43985"
"29031","Cape Girardeau County","Missouri",12619.679,"10339",0.819275989508133,"75895"
"29037","Cass County","Missouri",9270.048,"11043",1.19125596760664,"99723"
"29043","Christian County","Missouri",9054.03,"9755",1.07742077284922,"77825"
"29047","Clay County","Missouri",22456.418,"21529",0.958701427805628,"222718"
"29051","Cole County","Missouri",9361.508,"8989",0.960208547597246,"76182"
"29069","Dunklin County","Missouri",9302.714,"10283",1.10537634501071,"31920"
"29071","Franklin County","Missouri",15043.224,"12982",0.862979903775946,"101508"
"29077","Greene County","Missouri",56189.049,"41665",0.741514596554215,"275414"
"29091","Howell County","Missouri",10878.54,"9309",0.855721447914886,"40532"
"29095","Jackson County","Missouri",134143.668,"123676",0.92196673793056,"675259"
"29097","Jasper County","Missouri",27568.164,"22511",0.816557823727398,"117770"
"29099","Jefferson County","Missouri",27450.88,"25879",0.94273844772918,"219084"
"29101","Johnson County","Missouri",9968.913,"5859",0.587727067133598,"52715"
"29105","Laclede County","Missouri",7881.44,"7580",0.961753182159605,"35642"
"29109","Lawrence County","Missouri",9084.196,"6263",0.689439109415957,"38601"
"29113","Lincoln County","Missouri",7289.424,"8071",1.1072205430772,"52702"
"29145","Newton County","Missouri",13445.958,"8671",0.644877813838181,"58117"
"29155","Pemiscot County","Missouri",7115.144,"6859",0.964000166405627,"18263"
"29159","Pettis County","Missouri",9763.712,"7562",0.774500517835839,"42287"
"29161","Phelps County","Missouri",9378.71,"6681",0.712358096156081,"45301"
"29165","Platte County","Missouri",7906.388,"5635",0.712714832613831,"89677"
"29167","Polk County","Missouri",8070.912,"6115",0.757659109652044,"31139"
"29169","Pulaski County","Missouri",7618.176,"5241",0.68795995261858,"52803"
"29183","St. Charles County","Missouri",24175.69,"20823",0.861319780324781,"361602"
"29187","St. Francois County","Missouri",12173.589,"13530",1.11142244082661,"65498"
"29189","St. Louis County","Missouri",127298.86,"116962",0.91879848727632,"998881"
"29201","Scott County","Missouri",9150.195,"9532",1.04172643315252,"39238"
"29207","Stoddard County","Missouri",7534.592,"5797",0.769384725808644,"29997"
"29209","Stone County","Missouri",7084.448,"4610",0.650721128872708,"32172"
"29213","Taney County","Missouri",10153.658,"9474",0.933062744480856,"51893"
"29225","Webster County","Missouri",7544.656,"5438",0.720775075762235,"36287"
"29510","St. Louis city","Missouri",101475.656,"111391",1.09771155359666,"319156"
"30013","Cascade County","Montana",13437.18,"9857",0.733561655049646,"81519"
"30029","Flathead County","Montana",15362.982,"12096",0.787347143933385,"90901"
"30031","Gallatin County","Montana",15186.443,"5313",0.34985150900708,"89658"
"30047","Lake County","Montana",7753.926,"5720",0.737690816239412,"28766"
"30049","Lewis and Clark County","Montana",8306.362,"6311",0.759779070548575,"63620"
"30063","Missoula County","Montana",23069.748,"14467",0.627098310740109,"109494"
"30081","Ravalli County","Montana",7909.6,"5338",0.6748760999292,"40308"
"30093","Silver Bow County","Montana",7613.312,"5131",0.673951100388372,"34234"
"30111","Yellowstone County","Montana",21394.304,"17109",0.799698835727491,"148432"
"31019","Buffalo County","Nebraska",7860.465,"3986",0.507094682057614,"46165"
"31055","Douglas County","Nebraska",85583.273,"61788",0.721963507985959,"518777"
"31079","Hall County","Nebraska",10301.54,"7132",0.692323671994673,"58814"
"31109","Lancaster County","Nebraska",46877.388,"25273",0.539129867901343,"286141"
"31153","Sarpy County","Nebraska",12494.737,"8243",0.659717767568857,"159709"
"31157","Scotts Bluff County","Nebraska",7553.986,"5521",0.730872416231642,"37072"
"32003","Clark County","Nevada",295549.428,"242342",0.81997113525119,"1954,260"
"32019","Lyon County","Nevada",8130.822,"5144",0.632654361391751,"52049"
"32023","Nye County","Nevada",10323.726,"8618",0.834776126371428,"43769"
"32031","Washoe County","Nevada",67563.992,"45969",0.680377204473057,"422528"
"32510","Carson City","Nevada",9565.965,"7562",0.790510941656174,"55226"
"33005","Cheshire County","New Hampshire",9867.48,"7564",0.766558432345442,"77049"
"33009","Grafton County","New Hampshire",10709.01,"6760",0.631244157956711,"89108"
"33011","Hillsborough County","New Hampshire",38195.598,"37636",0.985349149396745,"401057"
"33013","Merrimack County","New Hampshire",15134.58,"12382",0.818126436280359,"146400"
"33015","Rockingham County","New Hampshire",19022.835,"13429",0.705941044013682,"295360"
"33017","Strafford County","New Hampshire",16324.604,"12823",0.785501443097793,"123198"
"34001","Atlantic County","New Jersey",42282.324,"32146",0.760270414653651,"274685"
"34003","Bergen County","New Jersey",70057.042,"32745",0.467404832764706,"906541"
"34005","Burlington County","New Jersey",30892.455,"22811",0.738400363454442,"449149"
"34007","Camden County","New Jersey",73779.64,"63065",0.854775111399297,"513607"
"34009","Cape May County","New Jersey",11673.692,"9117",0.78098685488704,"97253"
"34011","Cumberland County","New Jersey",29690.56,"29180",0.982803961932682,"157149"
"34013","Essex County","New Jersey",141495.036,"120280",0.85006515705611,"784228"
"34015","Gloucester County","New Jersey",26363.428,"19086",0.723957445898159,"288581"
"34017","Hudson County","New Jersey",121813.56,"91947",0.754817443969292,"635294"
"34021","Mercer County","New Jersey",45128.07,"29638",0.656753102891393,"366789"
"34023","Middlesex County","New Jersey",74314.176,"37803",0.508691639129525,"810986"
"34025","Monmouth County","New Jersey",53450.72,"26232",0.490769815635786,"630966"
"34027","Morris County","New Jersey",26481.62,"12132",0.458129072164014,"492694"
"34029","Ocean County","New Jersey",68562.536,"43458",0.633844699093394,"577603"
"34031","Passaic County","New Jersey",98086.958,"82573",0.841834650433343,"501860"
"34033","Salem County","New Jersey",9116.1,"7846",0.86067506938274,"66058"
"34035","Somerset County","New Jersey",16452.436,"9836",0.597844598818072,"324194"
"34037","Sussex County","New Jersey",9942.666,"4731",0.475828112902515,"149239"
"34039","Union County","New Jersey",63265.818,"38268",0.60487639628717,"537661"
"34041","Warren County","New Jersey",10082.252,"6407",0.635473106603564,"108714"
"35001","Bernalillo County","New Mexico",132081.318,"117448",0.889209782113168,"664639"
"35005","Chaves County","New Mexico",18132.501,"14672",0.809154787858553,"65779"
"35006","Cibola County","New Mexico",8252.965,"7203",0.872777238241044,"27247"
"35009","Curry County","New Mexico",12517.152,"9607",0.767506857790015,"48949"
"35013","Doña Ana County","New Mexico",62487.04,"53276",0.852592793641689,"210538"
"35015","Eddy County","New Mexico",10572.67,"10533",0.996247873053827,"53890"
"35025","Lea County","New Mexico",14115.957,"11126",0.788186022385872,"64698"
"35029","Luna County","New Mexico",9700.882,"8017",0.826419700806586,"25133"
"35031","McKinley County","New Mexico",28388.676,"24369",0.858405654423616,"71797"
"35035","Otero County","New Mexico",16186.896,"9196",0.568113861978232,"64284"
"35039","Rio Arriba County","New Mexico",10203.136,"10681",1.04683501229426,"40339"
"35043","Sandoval County","New Mexico",18885.861,"18898",1.00064275597496,"132330"
"35045","San Juan County","New Mexico",33025.962,"23901",0.72370337009411,"130145"
"35047","San Miguel County","New Mexico",8688.694,"7293",0.839366652801906,"29387"
"35049","Santa Fe County","New Mexico",26275.914,"17846",0.679177135379572,"144606"
"35055","Taos County","New Mexico",7178.814,"5891",0.820609086682006,"32957"
"35061","Valencia County","New Mexico",17340.645,"17556",1.01241908821731,"76759"
"36001","Albany County","New York",45350.706,"32478",0.716152026387417,"303833"
"36003","Allegany County","New York",10257.324,"6462",0.629988874291189,"48943"
"36005","Bronx County","New York",465917.4,"430569",0.924131616462489,"1386,657"
"36007","Broome County","New York",37596.662,"29014",0.771717446618,"200272"
"36009","Cattaraugus County","New York",16680.775,"10672",0.63977842756107,"80229"
"36011","Cayuga County","New York",12049.723,"9917",0.823006470771154,"79978"
"36013","Chautauqua County","New York",28379.34,"24832",0.875002730859844,"134768"
"36015","Chemung County","New York",16771.252,"14821",0.88371458493379,"88824"
"36017","Chenango County","New York",8907.654,"8043",0.902931344212517,"50405"
"36019","Clinton County","New York",13325.258,"11441",0.858595008066635,"82115"
"36021","Columbia County","New York",7933.202,"5008",0.631270954653619,"63073"
"36023","Cortland County","New York",8836.416,"6963",0.787989157595115,"49294"
"36025","Delaware County","New York",8341.97,"5599",0.6711843845039,"47832"
"36027","Dutchess County","New York",30075.948,"21167",0.703784964650158,"297577"
"36029","Erie County","New York",158493.234,"140623",0.88724923109336,"918652"
"36033","Franklin County","New York",9546.968,"6556",0.686710168086873,"51579"
"36035","Fulton County","New York",11765.6,"9117",0.774886108655742,"55526"
"36037","Genesee County","New York",8977.272,"5420",0.603746884354178,"60082"
"36039","Greene County","New York",7692.204,"5404",0.702529470097257,"49159"
"36043","Herkimer County","New York",12060.313,"9443",0.782981337217367,"64502"
"36045","Jefferson County","New York",22591.87,"14796",0.654925864923975,"116582"
"36047","Kings County","New York",674840.976,"688876",1.02079752786085,"2508,340"
"36051","Livingston County","New York",9294.086,"6597",0.709806214403439,"65333"
"36053","Madison County","New York",9771.695,"8755",0.895955102978552,"73439"
"36055","Monroe County","New York",126532.167,"107734",0.851435666947836,"744389"
"36057","Montgomery County","New York",9657.704,"9286",0.961512177221418,"50250"
"36059","Nassau County","New York",90257.244,"53192",0.589337737810829,"1341,245"
"36061","New York County","New York",339080.5,"281957",0.831534104733242,"1586,698"
"36063","Niagara County","New York",35964.86,"29042",0.807510442137131,"216546"
"36065","Oneida County","New York",42972.735,"37066",0.862546914921752,"234845"
"36067","Onondaga County","New York",78130.698,"65852",0.842844127669255,"467204"
"36069","Ontario County","New York",12875.375,"9604",0.745920021746939,"108116"
"36071","Orange County","New York",50530.7,"39819",0.788015998195157,"373355"
"36075","Oswego County","New York",22550.172,"19176",0.850370453937114,"122114"
"36077","Otsego County","New York",11800.593,"5743",0.48667045800156,"62232"
"36079","Putnam County","New York",8073.638,"1843",0.228273796769189,"99713"
"36081","Queens County","New York",385463.343,"347459",0.901406077412658,"2233,841"
"36083","Rensselaer County","New York",23091.15,"17972",0.778306840499499,"159428"
"36085","Richmond County","New York",62301.983,"66136",1.06153924506705,"469363"
"36087","Rockland County","New York",43650.642,"35755",0.819117391217293,"312183"
"36089","St. Lawrence County","New York",21590.8,"16240",0.752172221501751,"111894"
"36091","Saratoga County","New York",18955.22,"14781",0.779785199011143,"219960"
"36093","Schenectady County","New York",22525.425,"22149",0.983288883561575,"154889"
"36101","Steuben County","New York",18717.696,"12341",0.659322600388424,"98930"
"36103","Suffolk County","New York",112088.592,"86282",0.769766115003033,"1494,434"
"36105","Sullivan County","New York",16202.376,"10791",0.666013429141504,"77500"
"36109","Tompkins County","New York",19136.877,"8483",0.44328026981623,"101620"
"36111","Ulster County","New York",25767.392,"18883",0.732825425250642,"182435"
"36113","Warren County","New York",8637.57,"7588",0.878487815438833,"65697"
"36115","Washington County","New York",9344.752,"7362",0.787821870500148,"63288"
"36117","Wayne County","New York",13180.167,"9571",0.726166823227657,"93753"
"36119","Westchester County","New York",103567.212,"68245",0.658944068128434,"950541"
"37001","Alamance County","North Carolina",29988.783,"23477",0.782859377788022,"151528"
"37003","Alexander County","North Carolina",7347.2,"5962",0.811465592334495,"37239"
"37013","Beaufort County","North Carolina",11250.844,"9227",0.82011625083416,"47820"
"37017","Bladen County","North Carolina",11123.136,"8290",0.745293413656005,"35229"
"37019","Brunswick County","North Carolina",19513.651,"14735",0.75511240823155,"107992"
"37021","Buncombe County","North Carolina",44955.306,"36393",0.809537365845091,"238832"
"37023","Burke County","North Carolina",20518.213,"15338",0.747530986251093,"90771"
"37025","Cabarrus County","North Carolina",24893.6,"24698",0.992142558729955,"178588"
"37027","Caldwell County","North Carolina",17758.4,"16547",0.93178439499054,"82998"
"37031","Carteret County","North Carolina",10988.631,"8337",0.758693234853368,"66685"
"37035","Catawba County","North Carolina",27474.902,"27623",1.00539030130117,"154389"
"37037","Chatham County","North Carolina",10001.5,"5538",0.553716942458631,"63821"
"37045","Cleveland County","North Carolina",23602.16,"23847",1.0103736268206,"98050"
"37047","Columbus County","North Carolina",15568.113,"14036",0.901586467158865,"57994"
"37049","Craven County","North Carolina",20064.412,"14881",0.741661405278161,"103908"
"37051","Cumberland County","North Carolina",64739.129,"63390",0.979160532110341,"320267"
"37057","Davidson County","North Carolina",30730.376,"29200",0.950199893421415,"162930"
"37061","Duplin County","North Carolina",17822.53,"9264",0.519791522303511,"58728"
"37063","Durham County","North Carolina",49550.196,"38406",0.775092796807504,"268454"
"37065","Edgecombe County","North Carolina",16848.936,"17362",1.03045082490669,"56539"
"37067","Forsyth County","North Carolina",66029.634,"50516",0.765050431750084,"351335"
"37069","Franklin County","North Carolina",11748.285,"10027",0.853486274805216,"60848"
"37071","Gaston County","North Carolina",44281.674,"43378",0.979592596250991,"206213"
"37077","Granville County","North Carolina",9502.14,"7719",0.812343324766842,"60063"
"37081","Guilford County","North Carolina",94735.215,"80505",0.849789595136296,"489681"
"37083","Halifax County","North Carolina",16039.552,"17163",1.0700423552977,"54562"
"37085","Harnett County","North Carolina",23643.185,"20199",0.854326521574822,"115733"
"37087","Haywood County","North Carolina",10064.075,"10042",0.997806554502028,"58935"
"37089","Henderson County","North Carolina",17832.15,"12026",0.674399890086165,"106978"
"37091","Hertford County","North Carolina",7354.425,"6375",0.866825074699926,"24643"
"37093","Hoke County","North Carolina",11239.272,"9414",0.837598734152888,"47466"
"37097","Iredell County","North Carolina",25247.64,"17025",0.674320451337234,"159771"
"37099","Jackson County","North Carolina",9233.397,"5119",0.554400509368329,"40338"
"37101","Johnston County","North Carolina",32327.141,"26359",0.815382962570058,"169735"
"37105","Lee County","North Carolina",11349.189,"9736",0.857858654041271,"57951"
"37107","Lenoir County","North Carolina",16954.396,"14322",0.844736668885167,"59439"
"37109","Lincoln County","North Carolina",14691.669,"11454",0.779625514296572,"78450"
"37111","McDowell County","North Carolina",10388.895,"8259",0.794983489581905,"45016"
"37117","Martin County","North Carolina",7076.874,"5557",0.785233706294615,"24501"
"37119","Mecklenburg County","North Carolina",143075.13,"144122",1.00731692503093,"923427"
"37123","Montgomery County","North Carolina",7524.012,"5502",0.731258801820093,"27826"
"37125","Moore County","North Carolina",14865.2,"10196",0.685897263407152,"88569"
"37127","Nash County","North Carolina",18322.524,"17370",0.948013494210732,"95938"
"37129","New Hanover County","North Carolina",38247.858,"24952",0.652376402359578,"203341"
"37133","Onslow County","North Carolina",27722.25,"16774",0.605073542010479,"179471"
"37135","Orange County","North Carolina",23875.434,"10638",0.445562581187006,"134197"
"37139","Pasquotank County","North Carolina",8553.196,"7327",0.856638851722795,"40733"
"37141","Pender County","North Carolina",9517.252,"8403",0.882922927752675,"52433"
"37145","Person County","North Carolina",7670.964,"7552",0.98449164928945,"39461"
"37147","Pitt County","North Carolina",44489.874,"29713",0.667859837049662,"168817"
"37151","Randolph County","North Carolina",31338.485,"24296",0.775276788268482,"141960"
"37153","Richmond County","North Carolina",14600.685,"12537",0.858658343769488,"46659"
"37155","Robeson County","North Carolina",49028.223,"42342",0.863625018593882,"134473"
"37157","Rockingham County","North Carolina",19804.295,"16607",0.838555474961366,"93641"
"37159","Rowan County","North Carolina",28301.31,"23775",0.840067120567917,"138446"
"37161","Rutherford County","North Carolina",17167.062,"14475",0.843184465693664,"67772"
"37163","Sampson County","North Carolina",17007.728,"13792",0.81092548046394,"63540"
"37165","Scotland County","North Carolina",12076.035,"11327",0.937973432504957,"36100"
"37167","Stanly County","North Carolina",10362.31,"9934",0.958666552149086,"60595"
"37169","Stokes County","North Carolina",8200.896,"5985",0.729798304965701,"47351"
"37171","Surry County","North Carolina",17731.385,"13741",0.774953563977095,"73694"
"37179","Union County","North Carolina",22279.698,"22234",0.997948894998487,"202206"
"37181","Vance County","North Carolina",14616.664,"14835",1.0149374713683,"45426"
"37183","Wake County","North Carolina",111067.106,"76596",0.689637128026006,"906969"
"37189","Watauga County","North Carolina",14013.302,"3630",0.259039589669872,"51041"
"37191","Wayne County","North Carolina",28536.375,"23535",0.824736849021643,"122907"
"37193","Wilkes County","North Carolina",18019.47,"14300",0.793586048868252,"69287"
"37195","Wilson County","North Carolina",20233.98,"16603",0.820550381091609,"81359"
"37197","Yadkin County","North Carolina",7393.41,"5610",0.758783835875462,"38425"
"38015","Burleigh County","North Dakota",10103.28,"5831",0.577139305255323,"81666"
"38017","Cass County","North Dakota",23094.086,"11658",0.504804563384756,"150230"
"38035","Grand Forks County","North Dakota",13276.964,"5981",0.450479492148958,"66991"
"38101","Ward County","North Dakota",7991.62,"5190",0.649430278216432,"62093"
"39001","Adams County","Ohio",8919.798,"7207",0.807977938513854,"28550"
"39003","Allen County","Ohio",20770.757,"15722",0.756929562076144,"106205"
"39005","Ashland County","Ohio",9732.99,"5990",0.615432667659167,"53127"
"39007","Ashtabula County","Ohio",21062.95,"20433",0.970092033642011,"101429"
"39009","Athens County","Ohio",19200.753,"10666",0.55549904735507,"64770"
"39013","Belmont County","Ohio",13341.972,"10220",0.766003706198754,"70319"
"39015","Brown County","Ohio",7666.788,"7484",0.976158464274739,"44857"
"39017","Butler County","Ohio",58459.185,"46512",0.795632029423606,"368630"
"39023","Clark County","Ohio",27290.976,"26755",0.980360687723297,"138193"
"39025","Clermont County","Ohio",24001.688,"20554",0.856356436263983,"197604"
"39027","Clinton County","Ohio",7058.06,"6604",0.935667874741784,"41930"
"39029","Columbiana County","Ohio",22079.8,"17867",0.809201170300456,"107800"
"39031","Coshocton County","Ohio",8277.024,"6788",0.820101524412639,"36875"
"39033","Crawford County","Ohio",7623.792,"8038",1.05433096810616,"43718"
"39035","Cuyahoga County","Ohio",267371.815,"258191",0.965662741976001,"1278,208"
"39037","Darke County","Ohio",7549.28,"5095",0.674898798295996,"52968"
"39041","Delaware County","Ohio",10593.505,"8139",0.768300954216758,"175250"
"39043","Erie County","Ohio",12258.54,"11088",0.904512282865659,"77070"
"39045","Fairfield County","Ohio",19188.512,"18394",0.9585943923114,"146351"
"39049","Franklin County","Ohio",236119.128,"196944",0.83408744419893,"1165,897"
"39053","Gallia County","Ohio",8506.812,"7043",0.827924726677867,"30955"
"39055","Geauga County","Ohio",9887.763,"3700",0.374199907501828,"93408"
"39057","Greene County","Ohio",21735.5,"13161",0.605507119688988,"161605"
"39059","Guernsey County","Ohio",8870.494,"8253",0.930387867913557,"40033"
"39061","Hamilton County","Ohio",150431.232,"130255",0.865877373124219,"802252"
"39063","Hancock County","Ohio",10785.365,"7668",0.710963421265762,"74727"
"39071","Highland County","Ohio",9833.718,"9098",0.925184147033706,"43554"
"39075","Holmes County","Ohio",7563.939,"2104",0.2781619471019,"42382"
"39077","Huron County","Ohio",11272.82,"8780",0.778864560952805,"59586"
"39079","Jackson County","Ohio",9710.22,"7685",0.791434179658133,"33268"
"39081","Jefferson County","Ohio",15128.736,"12405",0.819962751679982,"69614"
"39083","Knox County","Ohio",9821.383,"7976",0.812105586351739,"60988"
"39085","Lake County","Ohio",24043.556,"21098",0.877490833718606,"230101"
"39087","Lawrence County","Ohio",16236.926,"14130",0.870238615363524,"62380"
"39089","Licking County","Ohio",22804.21,"21450",0.940615789803725,"166701"
"39091","Logan County","Ohio",8516.907,"7274",0.854065918531223,"45805"
"39093","Lorain County","Ohio",48867.195,"41306",0.845270533739455,"301449"
"39095","Lucas County","Ohio",97805.925,"89985",0.920036286145241,"441468"
"39099","Mahoning County","Ohio",49819.788,"46592",0.935210723899508,"238310"
"39101","Marion County","Ohio",14478.35,"12103",0.835937796779329,"66482"
"39103","Medina County","Ohio",14334.74,"10040",0.700396379704131,"172592"
"39109","Miami County","Ohio",13716.28,"9244",0.673943664025523,"102461"
"39113","Montgomery County","Ohio",105149.13,"87252",0.829792885590209,"535059"
"39119","Muskingum County","Ohio",18483.3,"19938",1.07870347827498,"86142"
"39127","Perry County","Ohio",8092.86,"7585",0.937245918006737,"36058"
"39129","Pickaway County","Ohio",7632.864,"8506",1.11439166215984,"55803"
"39131","Pike County","Ohio",8921.965,"7707",0.863823160032571,"28692"
"39133","Portage County","Ohio",25863.29,"17113",0.661671426953029,"161386"
"39139","Richland County","Ohio",20639.88,"20409",0.98881388845284,"124177"
"39141","Ross County","Ohio",15993.116,"16354",1.02256495857343,"78090"
"39143","Sandusky County","Ohio",9419.748,"7286",0.773481413727841,"60882"
"39145","Scioto County","Ohio",22108.196,"20252",0.916040368015554,"79506"
"39147","Seneca County","Ohio",9235.296,"8642",0.935757771055741,"56662"
"39149","Shelby County","Ohio",7705.776,"5315",0.689742343924869,"49374"
"39151","Stark County","Ohio",63817.98,"57602",0.902598295966121,"375321"
"39153","Summit County","Ohio",93214.062,"84600",0.907588385108676,"541565"
"39155","Trumbull County","Ohio",41286.366,"32225",0.780524011243809,"209936"
"39157","Tuscarawas County","Ohio",16310.122,"13605",0.834144588250168,"92542"
"39165","Warren County","Ohio",16243.578,"10294",0.633727372134391,"213192"
"39167","Washington County","Ohio",11806.275,"7771",0.658209299715617,"61683"
"39169","Wayne County","Ohio",16106.832,"13018",0.808228458582048,"114505"
"39173","Wood County","Ohio",18503.466,"8328",0.450077839470724,"125502"
"40001","Adair County","Oklahoma",7763.854,"6806",0.876626479580889,"22736"
"40013","Bryan County","Oklahoma",9571.66,"6529",0.682117835359802,"42574"
"40015","Caddo County","Oklahoma",7051.206,"6033",0.855598318925869,"29665"
"40017","Canadian County","Oklahoma",12080.694,"10226",0.846474548564842,"116237"
"40019","Carter County","Oklahoma",10222.212,"8748",0.855783464479117,"47622"
"40021","Cherokee County","Oklahoma",14936.98,"8085",0.541274072804543,"47139"
"40027","Cleveland County","Oklahoma",37683.04,"27817",0.738183543578225,"256895"
"40031","Comanche County","Oklahoma",24896.487,"18658",0.749423000923785,"125368"
"40037","Creek County","Oklahoma",14029.424,"12475",0.889202578808652,"70133"
"40041","Delaware County","Oklahoma",11917.318,"8014",0.672466741258394,"41525"
