"FIPS","PopMean_2010","UrbanRuralStatus_2013","Hispanic_Race_2014","White_Race_2014","Black_Race_2014","Native_Race_2014","Asian_Race_2014","Islander_Race_2014","Others_Race_2014","More_Race_2014","Male_Sex_Sub125","Female_Sex_Sub125","Sub18_Age_Sub125","From18To64_Age_Sub125","Over65and65_Age_Sub125","LessThanHighSchool_Edu_Sub125","HighSchoolGraduate_Edu_Sub125","CollegeDegree_Edu_Sub125","BachelorOrHigher_Edu_Sub125","Yes_Disability_Sub125","No_Disability_Sub125","Fulltime_Work_Sub125","Parttime_Work_Sub125","No_Work_Sub125"
28003,37072.5,8,634.14,8955.816,1872.326,31.025,22.016,NA,346.251,509.95,5393.703,6417.288,3898.35,6551.53,1366.827,2114.854,2784.583,1223.424,376.743,2963.412,8854.036,860.719,2308.341,3605.112
28005,13120.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28007,19558,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28009,8724.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28011,34124,8,475.931,1567.258,11709.932,38,67.104,NA,444.772,99.004,6021.416,7947.395,5129.956,7629.96,1219.869,2793.822,2004.864,1722.91,389.752,1881.708,12100.63,1176.186,2134.888,4868.486
28013,14959.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28015,10588.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28017,17401,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28019,8546,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28021,9581.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28023,16747.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28025,20605.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28027,26142.5,8,3.01,984.896,10062.096,0,90.984,NA,3.002,32.944,4529.448,6635.58,4368.735,5846,954.72,1852.864,1712.98,1604.248,256.62,1950.768,9215.958,797.31,1374.126,4030.74
28029,29439.5,2,508.76,2023.032,6810.77,0,7.998,NA,133.905,61.992,4082.622,5152.35,3160.581,5106.826,950.873,1785.483,1736.025,1434.576,163.611,1906.528,7319.72,696.384,1355.754,3253.024
28031,19590,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28033,161499,1,2805.748,11244.816,8268.304,17.08,177.408,0,422.184,1038.825,9602.16,13666.646,8709.824,12560.145,2004.016,3197.425,4207.196,3777.024,695.46,3275.425,20006.008,2847.12,4598.478,5990.413
28035,75023.5,2,1167.462,9891.94,12863.97,36.936,341.69,5,236.049,272.986,10785.954,13785.471,7256.556,15382.416,1933.878,3753.428,3334.968,3957.425,1061.4,6897.5,17676.988,2051.725,6774.42,7320.32
28037,8121.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28039,22632,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28041,14395.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28043,21898,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28045,43970.5,2,419.85,9575.5,1329.704,0,216.029,NA,12.008,287.079,5321.943,6450.468,3510.03,7005.563,1233.456,1984.88,2010.791,2209.04,814.32,2934.546,8819.566,779.008,2403.856,4055.92
28047,187445,2,3435.742,22690.353,18818.632,261,1250.1,13,1106.028,2295.168,21440.66,27702.095,18129.888,27359.992,3607.128,7393.584,8605.504,7414.537,1723.039,8908.071,40145.415,4345.909,10398.422,14296.053
28049,245457,2,1402.734,8646.615,62114.304,90.99,511.56,31.005,543.15,589.41,31520.832,41732.46,26651.4,41074.275,5540.782,10581.678,11512.182,10894.737,3822.364,11447.464,61665.736,7415.496,12382.045,23902.18
28051,19162.5,6,29,722.684,9209.123,NA,4.03,NA,NA,73.964,4459.52,5576.438,3751.023,5282.836,1011.534,2046.024,1990.71,1008.126,194.337,1136.982,8902.332,702.88,965.576,3928.392
28053,9355.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28055,1401,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28057,23409,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28059,139683,2,2103.087,14016.146,10753.692,51.816,262.914,NA,386.334,749.694,12199.387,15518.8,9486.696,16018.506,2180.556,3875.214,5290.347,4942.05,761.08,6033.77,21631.995,2238.462,5378.248,9199.664
28061,17022.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28063,7719,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28065,12475.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28067,67815.5,5,1309.635,8499.14,9948.285,47.066,111.888,NA,139.19,348.27,8699.46,11523.456,7652.736,10481.076,2056.824,4009.512,3384.99,2761.008,509.602,4676.25,15536.458,1839.552,2885.568,6503.112
28069,10435.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28071,47423.5,3,608.985,9016.8,4346.067,20,576.747,15.002,128.154,155.952,6343.55,8305.824,3082.876,10687.594,858.33,1439.92,1397.52,1654.776,970.582,2003.244,12652.738,1132.347,4639.488,5195.094
28073,55856,2,478.288,7532.634,4109.308,25.029,179.36,NA,136.983,380.16,5768.88,6791.664,4251.915,7439.45,883.96,1258.884,1838.782,2031.651,692.175,2868.45,9676.14,948.855,4004.776,2851.196
28075,80245,8,480.08,6177.45,14916.66,77.958,71.12,NA,303.887,445.536,8596.808,13553.766,7970.538,11801.183,2428.881,3069.488,4015.15,4089.632,619.794,4870.6,17336.781,2910.676,3528.448,5874.279
28077,12911,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28079,23798,6,542.275,2092.214,4967.326,388.512,NA,NA,97,14.016,3365.063,4641.351,3388.21,3649.022,970.704,1675.28,1653.012,616.832,163.3,1927.08,6078.989,918.636,866.536,2345.992
28081,82979,8,996.48,8892.398,10139.384,109.032,71.177,14,189.81,578.55,8606.654,12126.916,7736.515,11157.185,1849.008,3427.353,3258.282,3356.25,619.372,4601.52,16124.998,2344.438,3282.95,6470.412
28083,32312,8,462.92,1312.2,12668.59,0,153.999,NA,191.99,99.902,6344.35,8203.95,5559.54,7754.604,1228.033,2590.749,2715.575,1410.255,635.638,1688.296,12858.909,960.84,1228.152,6202.665
28085,34866,5,234.95,5426.385,5334.09,111,14,NA,0,34.04,4743.53,6412.458,4125.793,5802.066,1230,1591.272,2191.28,1922.358,361.553,2234.5,8914.05,1076.355,1255.364,3940
28087,59807.5,8,401.196,5148.777,13002.235,11.016,0,0,197.872,51.038,7649.806,10929.6,6013.974,10632.39,1930.305,3304.54,3543.452,2644.704,652.145,3989.993,14571.108,1667,3763.766,5633.277
28089,95377.5,2,1049.451,3926.88,11604.152,0,181.521,NA,926.517,126.914,7291.08,9564.534,5628.92,9499.442,1719.778,2810.692,2515.695,2011.81,1452.605,2857.296,13981.44,1697.969,2439.954,5970
28091,27085.5,6,233.83,4841.84,4909.312,58,NA,NA,11,204.057,4584.492,5675.28,3571.386,5406.516,1282.625,2286.855,1944.8,1328.6,150.449,2761.963,7507.927,840.642,1442.349,3615.936
28093,37124,1,615.227,3627.108,5702.004,29.011,17.992,9,368.928,200.996,4370.946,5713.188,3385.816,5371,1310.955,2548.89,1816.5,966.872,252.724,1794.683,8286.852,754.575,1502.683,3267.6
28095,36939,9,77.859,4061.064,5710.056,NA,0,15,0,226.873,4107.36,5920.425,3193.744,5432.616,1399.823,2241.477,2047.085,1160.406,328.605,2647.593,7394.684,626.6,1477.476,3651.325
28097,10924.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099,29681.5,9,306.964,3883.81,2812.53,1816.458,3.013,NA,35.028,121.968,3872.183,4797.122,3413.813,4208.768,1042.728,1821.138,1416.471,1008.847,163.328,2124.981,6549.829,772.458,1425.228,2269.419
28101,21719,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28103,11528,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28105,47681.5,8,248.864,7795.364,7757.804,9.996,446.886,NA,64.965,220.819,7969.068,8429.854,2963.088,12683.718,732.872,1441.784,1530.252,1440.747,1026.256,2330.432,14061.28,1016.176,6221.5,5618.548
28107,34703.5,4,172.852,3154.747,7530.972,7,0,NA,7.02,162.864,4576.995,6301.504,3869.04,5992.424,1015.206,2207.496,2239.51,1002.654,120.768,2078.622,8800.56,866.52,1198.84,4353.975
28109,55811,3,313.69,11670.625,3075.749,0,49.981,NA,18.939,139.374,6795.264,8439.816,5406.408,8061.624,1763.628,2488.122,2916.928,2660.944,433.84,3834.003,11421.099,1164.072,2053.995,5518.9
28111,12254,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28113,40410,5,282.828,3594.318,9780.408,33.06,24.948,NA,60.984,82.956,5801.952,7982.262,5086.398,7322.326,1378.615,2376,2572.458,1924.704,273.494,3413.951,10354.673,1029.287,2138.165,4523.479
28115,29982.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28117,25232.5,9,163.15,5650.824,1875.965,0,0,22,86.037,112.996,3729.708,4082.223,2374.308,4540.41,886.592,1573.987,1519.768,1081.352,175.77,2180.9,5635.497,690.642,1638.557,2411.5
28119,8205.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28121,141817.5,2,1266.84,12843.72,6641.278,65.92,122.342,0,446.332,346.471,9254.898,11919.701,7034.451,12186.58,1956.369,2879.646,4315.48,3203.013,971.705,4319.856,16890.72,2943.248,4015.282,5881.5
28123,28311,6,1472.591,2828.586,4953.256,111.02,90.055,NA,194.994,26,4394.154,4967.016,3435.833,5109.538,801.396,2490.67,1604.592,969.6,85.218,2203.578,7142.926,1065.166,1379.546,2872
28125,4894.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28127,27507,2,83.922,4459.52,4541.81,0,0,NA,52.02,204.877,4292.369,5010.852,3512.82,4637.39,1156.233,1560.87,1810.08,1190.22,230.375,1857.008,7458.22,791.586,1316.844,2874.52
28129,16475.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28131,17838,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28133,29428,8,209.066,1268.542,9225.32,55,28.012,NA,147.018,31.968,4505.544,6266.949,4018.272,5926.327,828,2239.536,1216.418,1443.618,292.05,1613.76,9157.365,764.382,1667.484,3928.398
28135,15362,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28137,28933.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28139,22236,4,370.992,4842.838,1602.79,44.01,113.97,NA,44.982,157.225,3225.132,3829.874,2372.407,3752.445,928.242,1619.52,1400.789,1012.095,99.264,2207.469,4849.92,436.95,935.62,2592.954
28141,19593.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28143,10758,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28145,27148,4,949.074,5505.024,1570.599,36.975,0,0,290.862,288.04,3613.5,4712.608,3043.41,4565.407,725.267,1655.927,1544.752,1112.194,156.194,1792.46,6538.344,679.236,1276.431,2825.55
28147,15429.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28149,48806.5,5,225.817,3289.953,10560.567,0,17.062,NA,121.049,116.96,5792.216,8411.857,5273.1,7784.652,1169.079,2023.918,2753.19,1793.04,649.539,1550.427,12672.14,1473.792,1911.498,4873.696
28151,51107.5,8,198.768,3285.59,18807.168,35.991,10.064,NA,99.932,101.97,9726.039,12685.413,8317.662,12256.056,1846.779,4332.972,3608.528,2781.63,576.73,5443.956,16969.834,1697.542,2964.747,8455.2
28153,20745,9,133.032,2959.06,4318.296,0,0,NA,65.965,49.082,3026.652,4391.427,2451.944,4151.4,818.438,1669.64,1653.696,692.37,154.512,2228.079,5180.15,486.858,1328.886,2668.44
28155,10262,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28157,9861.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28159,19196,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28161,12664,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28163,28038.5,2,14.976,1923.6,8014.05,0,0,NA,2,73.964,4774.098,5241.912,3627.882,5397.75,994.224,1886.073,2068.608,1019.28,138.666,2190.584,7821.968,625.275,1125.264,4154.249
29001,25607,8,339.16,6349.648,131.99,94.044,276.172,0,16.995,153.034,3461.748,3875.017,1427.857,5331.018,582.824,732.394,966.964,703.284,382.374,1052.334,6284.152,507.39,2997.423,1947.375
29003,17334,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29005,5671.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29007,25509.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29009,35592.5,6,1322.856,7736.071,0.996,56.034,276.139,0,487.344,319.994,4452.112,5184.92,3435.672,5184.394,1001.68,1699.136,2018.172,1297.278,267.566,1880.604,7739.668,889.992,1804.924,2931.852
29011,12393.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29013,17045.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29015,19058,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29017,12347.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29019,162937,2,1073.048,26623.376,6369.62,43.12,2168.05,13.952,339.753,2103.292,17184.798,21090.37,7473.263,28989.525,1772.4,2616.705,3337.866,3627.755,3808.736,5544.672,32714.51,2875.392,17625.69,9120.174
29021,89172.5,2,1370.064,15589.896,1237.736,160.937,45,76.936,515.914,1175.046,9236.26,10234.485,6436.685,11227.31,1826.888,2930.256,4067.52,2840.383,606.161,4747.06,14765.535,1530.2,4811.464,5262.57
29023,42795,8,307.211,9802.899,667.992,41.07,28.08,NA,161.952,532.174,4838.557,6520.2,3492.372,6206.095,1664.396,2375.532,2585.044,1531.71,230.337,3865.075,7489.872,970.08,2032.965,3492.57
29025,9430,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29027,44375.5,2,144.117,6636.792,282.601,19.992,10.956,NA,90.048,309.29,3180.856,4230.585,2000.336,4394.2,1035.36,1144.262,1893.622,959.364,320.424,1788.871,5621.87,814.165,1530.28,2227.731
29029,43993.5,9,834.492,8461.58,82.008,85.095,203.148,NA,225.071,118.94,4706.02,5057.01,3182.907,5360.145,1203.566,1377.477,2002.932,1664.556,651.833,2149.974,7594.515,814.568,2323.476,2562
29031,75784.5,2,507.846,10765.822,3248.86,59.032,328.64,93.015,122.944,558.486,6933.948,8586.729,4385.742,9702.992,1437.678,1519.38,2781.45,2170.118,659.232,3060.264,12466.156,1419.376,4587.84,3981.32
29033,9295.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29035,6282,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29037,99600.5,1,1032.51,10224.704,398.412,137.08,40.761,0,86.07,528.58,5149.48,7104.426,4322.76,6682.144,1248.84,1382.472,2508.378,2226.7,623.493,2423.4,9889.386,950.33,2778.377,3257.702
29039,13977.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29041,7839,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29043,77623.5,2,451.54,10821.228,135.8,143.982,32.13,0,151.905,497.373,5335.515,6641.18,4374.03,6357.001,1242.36,1289.491,2128.764,2010.732,832.92,1977.336,9981.89,1554.886,2502.5,2687.778
29045,7143.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29047,222328.5,1,3002.344,20030.507,3548.26,175.185,724.47,181.8,784.62,1346.286,13123.677,15624.768,9754.353,16720.01,2326.104,2710.92,5029.32,5113.158,1859.04,5026.143,23766.204,2639.648,7629.438,7474.41
29049,20742.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29051,76086,2,737.704,7708.928,3042.081,52.91,119.405,34.98,725.18,413.28,5735.408,6709.066,4151.91,7218.435,1079.715,1323.792,2368.39,2056.245,750.684,2944.512,9471.616,1238.412,2536.73,3728.292
29053,17605.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29055,24666.5,4,192.852,6810.9,25.99,147.03,0,2,0,192.896,3439.296,3939.52,2445.632,4093.878,835.952,1387.563,1628.5,854.6,256.044,1870.572,5500.796,503.229,1534.172,2307.552
29057,7875,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29059,16769.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29061,8437,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29063,12896,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29065,15669,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29067,13663,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29069,31936.5,8,950.64,7288.652,1581.288,54.027,0,NA,347.85,229.057,4494.968,5596.884,3504,5226.069,1362.176,2616.59,2014.145,906.741,113.271,2976.87,7124.208,748.98,1218.126,3517.151
29071,101500,1,347.991,15298.503,330.99,36.993,35.775,0,244.86,98.324,7583.888,8557.822,5289.945,9063.242,1773.2,2341.066,3526.692,2514.957,785.088,3192.148,12935.162,1355.256,3233.613,5084.036
29073,15224,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29075,6728.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29077,275294,2,3386.43,54821.226,3045.471,354.732,1674.398,168.98,926.228,2646.525,30238.362,35759.36,17721.15,42950.5,5382.182,6789.22,11251.35,10703.14,3746.448,13004.438,52896.252,5923.89,21217.425,17234.14
29079,10267,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29081,8949,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29083,22269,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29085,9627.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29087,4911,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29089,10133.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29091,40466,8,474.075,11244.732,59,56.05,99.974,NA,157.92,228.035,5521.516,6634.225,4122.128,6284.016,1744.182,1876.59,2860.856,1801.856,355.872,3183.189,8987.542,1098.701,2097.216,3332.792
29093,10604.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29095,674708.5,1,21985.628,62587.45,56988.36,1186.513,3083.816,257.514,11708.13,5893.038,67796.61,81992.904,51538.24,87302.871,11243.687,20792.454,27497.4,22416.48,7702.958,27096.808,122978.02,12813.766,34164.876,44655.729
29097,117587,2,4628.7,20465.55,1294.9,416.988,131.068,77,634.675,1197.29,12661.181,15287.553,9089.955,16187.336,2696.064,4925.712,5597.424,3654.822,880.488,6122.844,21811.725,2874.641,6111.833,7920.44
29099,218908.5,1,610.08,29476.218,757.19,18.944,64.032,41.02,157.896,880.88,14792.04,17095.416,10674.2,18480.084,2733.36,4800.684,6737.85,5047.008,1252.174,7249.032,24625.51,2265.728,8140.4,9177.48
29101,52655,3,337.416,8820.756,486.579,102.102,179.967,56.98,26.04,393.792,4962.463,5397.7,2616.64,7198.875,541.152,745.326,1257.2,1406.464,569.304,1488.16,8813.28,983.258,3992.664,2430.78
29103,4132,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29105,35606.5,5,468.72,8609.085,88.992,83.032,40.002,NA,0,373.352,4297.5,5330.1,3340.5,5279.4,1002.274,1633.541,1739.229,1472,339.663,2584.27,7045,701.165,2057.404,2899.728
29107,33395,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29109,38617.5,6,984.75,7804.13,11.004,24.992,11.088,NA,382.815,352.044,4062.648,5124.068,3467.222,4607.19,1100.195,1456.702,2226.655,1081.404,305.888,1931.559,7238.461,883.714,1525.016,2466.15
29111,10207,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29113,52634,1,594.574,8780.384,353.92,0,128.061,4,332.112,244.035,4573.068,5506.941,3768.438,5657.088,642.535,1518.184,2276.379,1091.526,337.548,2107.2,7979.972,910.542,2047.023,3014.313
29115,12756.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29117,15195.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29119,23085,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29121,15573.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29123,12211,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29125,9180.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29127,28787,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29129,3781,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29131,24731,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29133,14374,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29135,15611.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29137,8811,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29139,12238.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29141,20562,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29143,18945,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
