"FIPS","PopMean_2010","UrbanRuralStatus_2013","Hispanic_Race_2014","White_Race_2014","Black_Race_2014","Native_Race_2014","Asian_Race_2014","Islander_Race_2014","Others_Race_2014","More_Race_2014","Male_Sex_Sub125","Female_Sex_Sub125","Sub18_Age_Sub125","From18To64_Age_Sub125","Over65and65_Age_Sub125","LessThanHighSchool_Edu_Sub125","HighSchoolGraduate_Edu_Sub125","CollegeDegree_Edu_Sub125","BachelorOrHigher_Edu_Sub125","Yes_Disability_Sub125","No_Disability_Sub125","Fulltime_Work_Sub125","Parttime_Work_Sub125","No_Work_Sub125"
17101,16829,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17103,35986,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17105,38914,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17107,30295.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17109,32610.5,8,314.928,6971.8,431.982,21.996,151.92,11.004,90,68.162,3268.773,4667.34,1445.464,5998.329,506.69,588.447,1139.676,1018.482,630.42,1199.616,6755.84,584.23,3294.27,2333.376
17111,308976,1,9297.408,19820.502,939.576,69.212,462.782,0,3876.12,610.044,14516.285,16555.32,10735.74,17578.015,2672.32,3420.34,6282.438,5188.183,2020.58,3747.436,27317.14,2582.825,8214.672,7889.355
17113,169702,2,2024.792,20172.528,6133.617,70.081,434.055,0,356.57,530.284,13044.564,15978.678,5881.475,21597.868,1522.458,1834.896,3626.238,3262.812,1869.336,4111.742,24942.12,1928.752,13358.886,6827.462
17115,110741.5,2,900.24,13259.2,7689.551,89.95,144.534,0,74.825,1650.726,10283.562,13257.651,8094.897,13547.466,1871.748,3416.58,4357.675,3291.696,890.76,4912.04,18611.532,1793.106,5684.87,6763.875
17117,47786.5,1,135.877,7353.885,11.009,7.992,12.936,4.004,0,196.011,3524.598,4156.92,2343.664,4505.585,836.764,1036.444,1725.726,1399.375,177.152,1559.499,6130.874,648.876,1708.042,2418.318
17119,269276.5,1,2599.632,33775.767,8568.164,192.91,455.814,0,140.151,1675.52,20716.031,26080.275,14127.6,28886.2,3810.213,4951.32,9989.252,7728.966,2337.14,7573.91,39195.88,3044.249,12386.556,15033.1
17121,39427,3,284.172,8023.32,572.654,25.99,14.952,NA,48.924,402.852,4032.666,5226.93,3164.24,4997.361,1088.34,1300,1987.198,1585.818,214.17,2394.96,6852.567,736.97,1981.473,2557.562
17123,12634.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17125,14645.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17127,15421.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17129,12700,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17131,16430,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17133,32973.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17135,30090,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17137,35528.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17139,14849.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17141,53487,3,1764.18,5814.949,139.859,0,0,NA,94.696,147.189,3416.952,4417.79,2544.157,4477.118,817.1,822.18,1792.724,1487.09,258.588,1083.102,6756.734,714.56,2017.064,2082.381
17143,186402.5,2,2420.572,17987.334,14951.64,247.95,762.314,6.004,501.081,1479.153,16293.042,21418.776,13235.248,21737.506,2751.018,4850.56,6816.181,5234.22,1728.576,6202.107,31528.952,2603.416,9028.512,11077.276
17145,22346.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17147,16717,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17149,16419,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17151,4470.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17153,6159,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17155,6006.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17157,33456.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17159,16224,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17161,147531.5,2,4822.016,15511.916,5752.63,105.108,677.672,9.009,1275.912,1374.714,12181.75,15372.968,9721.149,14897.376,2919.338,3855.39,4776.926,4921.059,1236.159,5230.254,22356.215,2244.765,6479.744,6926.871
17163,270237.5,1,2970.135,20245.778,34569.759,116.22,468.432,0,459.006,1768.797,26177.244,33839,21640.78,33498.248,4815.954,7259.616,11585.004,10503.484,2029.23,10675.609,49183.416,5063.427,8922.172,21439.215
17165,24922.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17167,197643.5,2,1097.092,23146.93,11544.852,82,500.83,0,508.997,1479.252,17215.408,20758.3,13275.83,21758.524,2879.468,4174.002,7286.841,5890.302,2139.408,7717.717,30186.18,2860.79,9949.203,10281.81
17169,7543.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17171,5348.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17173,22349,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17175,5985.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17177,47680,5,845.064,6554.352,2202.921,9.984,4.849,NA,90.119,605.79,4440.685,5637.519,3602.185,5437.6,1016.972,988.448,2314.368,1750.014,265.275,1877.783,8176.064,898.671,2314.2,2638.552
17179,135413.5,2,470.12,15451.3,205.606,16.016,101.673,0,80.183,677.035,7326.592,9550.212,5329.899,9563.546,1946.676,1891.904,3952.13,2778.432,597.324,3358.668,13490.988,1235.304,4294.08,4698.45
17181,17791.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17183,81588,2,826.516,11979.5,5357.716,48.894,111.69,0,108.376,452.119,8422.92,10248.132,6865.692,10219.703,1593.219,2502.206,3956.04,2498.092,484.575,3659.86,14994.648,1296.066,3344.256,6174.96
17185,11930.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17187,17704.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17189,14707,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17191,16747,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17193,14645.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17195,58473,5,1626.384,6550.032,362.112,61.047,63.954,0,555.405,368.448,3813.121,5042.4,3147.6,4932.732,782.106,969.072,1828.45,1599.64,217.668,2236.197,6642.354,765.732,1993.738,2495.26
17197,678128.5,1,22925.994,30000.523,14939.111,166.656,4281.55,0,10226.432,3103.502,32591.468,41916.309,28753.443,40075.968,5912.52,9182.86,12682.67,10632.4,5645.4,9080.586,65413.448,6637.65,15599.43,20735.435
17199,66363,2,499.345,10733.76,1196.041,175,46.084,0,96.025,506.928,5642.796,7456.288,3857.798,7772.044,1443.848,1934.4,2671.202,2333.81,665.405,3115.194,9982.882,831.878,2994.2,4087.296
17201,295196.5,2,13213.998,30224.523,17597.455,118.9,1678.196,13.984,3358.781,3177.632,28855.038,35779.428,23199.792,36144.575,5251.196,9336.58,12637.688,9778.24,2530.62,11419.456,53306.972,4435.722,14993.356,19143.219
17203,38661.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18001,34391.5,5,305.378,7228.158,184.912,25.025,18.011,NA,71.093,10.065,3572.862,4167.45,3774.668,3505.128,462.277,1295.995,1244.062,676.368,43.372,986.5,6772.768,634.985,1371.049,1757.804
18003,355592.5,2,9727.057,37058.934,18185.076,242.608,4085.62,135.954,3820.76,3902.913,32684.337,39600.354,27867.512,40008.96,4342.899,9076.182,11914.848,10804.896,3304.584,12449.36,59665.7,5871.736,15823.914,20476.329
18005,76824.5,2,2417.504,9993.18,340.533,119.966,51.63,7.98,1686.231,110.45,6123.567,6920.64,4469.23,7353.355,1224.608,2080.584,2991.652,1685.635,411.348,2831.894,10237.045,1281.85,2732.872,3791.754
18007,8871,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18009,12756.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18011,56765.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18013,15230,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18015,20158.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18017,38965.5,5,2287.572,5849.432,162.009,23.958,0.948,43,1464.164,245.89,3825,4795.812,3242.187,4763.11,615.678,1809.522,1474.812,1041.418,267.444,1565.487,7054.236,1046.551,1698.64,2305.192
18019,110421,1,2159.22,13420.407,1936.62,13.035,167.055,0,254.016,752.18,8423.688,9967.584,6076.278,10509.15,1767.084,2963.31,4124.82,2660.28,752.55,4098.077,14230.995,1889.7,3878.328,5430.53
18021,26883,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18023,33229,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18025,10719.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18027,31682,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18029,50073.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18031,25756,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18033,42254,5,365.638,6660.628,16.006,6.993,34.028,NA,23.051,295.098,3251.664,4124.983,2455.761,4419.458,498.934,862.224,1793.3,1004.062,185.055,1997.28,5389.195,497.601,2066.132,2135
18035,117670,2,775.368,24695.04,2789.13,108.984,487.586,0,175.802,1859.91,13724.36,16870.491,7161.372,21293.931,2151.125,3025.876,4351.072,3975.448,1377.852,5909.622,24725.883,1981.059,11936.47,7986.404
18037,41882,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18039,197602.5,2,11092.868,23958.72,5540.559,79.919,248.625,6.02,2813.638,2080.372,18219.411,24633.344,18113.472,22215.592,2564.246,7659.63,6781.992,4658.86,1357.067,7637.656,35225.19,3391.898,9225.529,11002.035
18041,24279.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043,74628.5,1,842.856,8658.314,1436.856,29.04,111.384,NA,258.084,560.896,4947.892,6669.6,3862.722,6438.589,1295.055,1961.268,2542.656,1510.775,443.916,2928.333,8725.896,797.216,2517.069,3504.924
18045,17244.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18047,23067,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18049,20840,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18051,33520,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18053,70018,3,1061.72,12134.226,2027.896,20.976,25.114,NA,139.949,721.066,6956.732,8918.157,5170.32,9082.788,1608.607,2394.376,3845.264,1881.984,782.952,4260.39,11618.208,1237.18,3282.048,5072.804
18055,33185,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18057,275479.5,1,1771.4,13527.58,1178.702,109.074,783.181,18.993,684.664,748.358,7315.568,10742.899,5981.679,10618.5,1464.265,1366.799,3063.944,3493.336,2275.614,2991.009,14967.68,1695.664,4514.685,4870.25
18059,70126,1,211.715,6635.7,771.82,46.92,51.906,0,0,156.114,3254.13,4611.879,2516.085,4595.864,737.724,652.308,2169.46,1325.088,291.962,1492.83,6370.104,768.448,1917.16,2301.939
18061,39379,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18063,145657.5,1,923.02,9066.96,787.306,106.914,1054.025,0,92.45,192.528,4500.828,7511.1,4018.386,6384,1655.181,1155.308,3010.8,1560.09,1080.826,2095.976,9874.264,1131.081,2122.072,3627.477
18065,49469,3,181.818,9520.646,132.08,10.989,49.92,0,68.04,86.984,4238.325,5734.715,3253.335,5595.4,1111.583,1196.766,2582.976,1961.21,330.264,2412.344,7559.838,660.92,1878.33,3467.556
18067,82761,2,699.34,14398.32,2602.782,61.016,189.405,40.975,263.976,919.335,8454.875,10314.856,6236.091,11430.048,1119.096,2069.688,4178.592,3002.454,753.984,4101.09,14683.739,1507.288,4800.608,5721.632
18069,37116.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18071,42481.5,5,1133.194,6754.497,47.941,65.968,15.18,NA,736.45,147.088,3563.196,4623.3,2544.168,4769.464,875.446,1239.383,2448.568,789.594,229.405,1600.992,6597.94,846.131,1513.055,2594.218
18073,33503.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18075,21224.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18077,32411,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18079,28512.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18081,139831.5,1,2041.787,17169.768,695.045,156.984,366.892,0,464.654,654.075,8860.928,11703.074,7542.36,11572.776,1465.176,2079.075,4166.324,3119.82,969.95,2674.573,17840.307,1771.523,4846.725,5452.335
18083,38422.5,8,230,6280.516,370.818,3,15.931,61.04,132.096,87.12,3096.261,3949.491,2092.728,3983.232,978.341,1150.966,1790.88,914.652,101.332,1572.416,5478.508,584.358,1388.447,2237.872
18085,77363,5,1823.1,10182.45,244.944,135.952,91.296,NA,985.376,328.865,5575.122,6905.874,4301.325,7086.501,1107.184,2223.788,2232.678,1513.974,693.888,2564.01,9896.612,1092.344,2899.1,3370.752
18087,37131,6,430.965,7566.612,11.004,0,0,NA,26.004,211.152,3784.629,4418.632,4092.62,3476.12,628.771,1719.369,1017.64,627.782,158.06,1013.94,7191.105,777.688,1324.559,1778.824
18089,495993,1,25118.66,32639.636,51405.015,589.93,1228,96.976,14916.852,3438.388,48467.062,63014.75,43207.824,59783.4,8627.19,13958.54,21522.391,16559.244,4093.614,19875.512,91584.198,7827.981,20724.24,35395.272
18091,111466,2,2510.82,14668.676,4331.69,29.028,34.773,12.992,1026.165,1258.552,9382.875,13277.25,8426.138,12202.377,2056.26,2900.43,4429.28,3401.169,860.481,3713.034,18943.22,1692.264,5213.442,5892.761
18093,46129,5,275.847,8882.855,85.008,0,63.99,NA,259,322.737,4482.702,5131.104,3122.19,5260.608,1241.979,1749.352,1935.51,1411.119,461.241,2121.934,7501.6,700.65,2052.189,2762.848
18095,131639,1,1786.064,21688.704,3206.844,108.08,278.806,40.983,704.202,1400.106,13312.598,15213.36,9490.656,16731.913,2319.9,3928.809,6116.043,4487.32,907.802,6888.728,21660.01,2045.834,6640.788,8936.84
18097,904135.5,1,43971.4,96892.008,86895.591,786.912,5694.566,158.922,21457.121,7769.496,109663.609,130633.16,86256.555,139700.952,14346.465,39415.95,40027.55,31134.939,11381.619,41331.384,199368.704,20008.52,59126.68,68013.26
18099,47035.5,5,1657.304,7003.49,114.939,85.058,28.034,0,770.64,147,3737.988,5101.14,3105.117,4588.325,1136.685,1403.492,1974.903,1110.796,350.526,1437.346,7405.448,790.608,1880.592,2192.52
18101,10336,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18103,36851.5,5,387.32,6981.684,192.666,39.104,39.006,8,121.92,277.076,3648.385,4123.93,2552.889,4615.932,598.044,1327.095,1671.952,1355.481,106.887,1933.236,5838.658,602.112,1574.115,2774.275
18105,138198,2,1626.385,28736.6,1539.544,143.088,3767.47,0,473.084,1274.046,18353.952,18663.12,5138.76,30430.68,1431.78,1961.414,3313.535,3186.624,4406.64,4431.454,32582.95,1739.423,19689.075,9397.17
18107,38110,3,474.591,6203.517,208.035,38.99,3.003,0,0,159.039,3235.425,3810.042,2461.786,3952.846,651.792,983.628,1444.17,969.516,214.608,1507.24,5566.542,603.46,1624.962,2025.072
18109,68977.5,1,291.823,10123.551,108.072,8.987,50.16,NA,106.97,357.084,4601.56,6283.55,3857.256,6144.375,864.591,1455.15,2788.071,1440.664,247.078,2587.219,8271.074,830.072,2678.21,3002.032
18111,14243.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18113,47538.5,5,1455.597,6516.774,41.985,0,78.925,0,80.135,99.224,3743.25,4430.436,3108.518,4485.462,611.555,1177.023,1806.483,1128.276,188.254,1495.97,6693.452,679.65,1865.91,2254.689
18115,6123.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18117,19820,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18119,21573.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18121,17335.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18123,19332.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18125,12838,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18127,164467.5,1,3709.486,17108.28,1689.974,116.964,360.067,0,768.95,556.668,10031.616,13116.546,7649.361,13502.412,1988.34,2437.89,4693.065,3618.312,1407.072,3636.096,19472.13,1772.89,5753.928,6726.753
18129,25906.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18131,13376.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18133,37934.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18135,26152,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18137,28816,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18139,17375,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18141,266946,2,8004.948,29932.364,16114.039,341.85,795.006,0,2432.68,3370.64,25877.04,31344.362,20962.561,31968.93,4313.166,6953.943,10387.968,8151.793,3202.842,11323.284,46001.527,4174.94,14435.712,15370.368
18143,24177.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18145,44413.5,1,503.93,6406.9,222.768,21.942,0,0,484.406,28.054,3087.485,4139.058,2430.605,4072.017,698.432,1112.072,1831.8,831.922,113.6,1528.8,5702.4,550.886,1813.056,1999.965
18147,20930,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18149,23367.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18151,34175,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18153,21472,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18155,10614,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18157,172871.5,2,5832.202,28924.438,3838.666,68.949,5290.002,37.004,535.054,903.63,22654.336,22045.296,10116.54,33187.804,1359.504,2947.742,4412.778,4309.92,3049.496,4755.51,39905.834,3277.365,19286.166,11576.106
18159,15915.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18161,7518,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18163,179768,2,1594.952,26089.8,7878.89,195.822,243.449,122.034,540.408,1835.96,16875.2,20840.918,11956.915,22536.812,3202.559,4737.744,7367.763,5967.936,1457.768,7950.15,29856,3487.56,8928.248,11016.28
18165,16180,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18167,107903,2,647.752,20667.936,2178.024,50.076,670.56,6,311.812,1351.28,11193.798,14293.72,7756.874,15986.688,1764.25,3118.921,4282.793,3957.533,1231.905,6071.175,19416.462,2120.026,6673.788,7995.119
18169,32857,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18171,8504.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18173,59762,2,324.648,6045.794,268.156,29.04,122.96,0,0,296.782,3040.128,4022.948,2633.4,3725.922,676,705.296,1487.645,1045.814,361.35,1146.674,5916.288,676.863,1557.088,1725.045
18175,28276,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18177,68885,8,893.148,14312.796,1009.14,14.007,17.134,NA,388.267,1129.808,7726.092,9606.016,5852,9744.416,1767.506,2893.065,3602.64,2304.18,503.874,3920.448,13457.952,1391.621,3107.223,5604.577
18179,27639,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18181,24639,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18183,33313.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19001,7678.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19003,4024,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19005,14342.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19007,12882,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19009,6113,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19011,26074.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19013,131155.5,2,1862.852,18392.176,5611.33,99,503.104,10,341.43,865.928,11937.408,15126.051,7806.24,17474.667,1739.904,2341.949,4301.427,3709.95,993.186,4569.936,22412.621,1946.72,9293.668,6939.52
19015,26293.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19017,24282.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19019,20947,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
